verb,gloss,class,class_name,transitive,stem,past_stem,kind,paradigm,paradigm_na,paradigm_en,person,person_en,honorific,subject,subject_marking,needs_check,form,aksara,morphemes,rules
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,क्रियार्थक नाम,,dictionary form,,,,,,,लिनु,लि नु,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,उद्देश्यवाचक,,in order to …,,,,,,,लिन,लि न,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,भविष्यवाचक,,the one that will …,,,,,,,लिने,लि ने,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,पूर्णकालिक,,having …-ed,,,,,,,लिएको,लि ए को,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,पूर्वकालिक,,"…-ing, then",,,,,,,लिएर,लि ए र,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,क्रियाविशेषण,,by …-ing,,,,,,,लिई,लि ई,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,अपूर्णकालिक,,while …-ing,,,,,,,लिँदै,लिँ दै,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,समयवाचक,,when …-ing,,,,,,,लिँदा,लिँ दा,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,non-finite,सर्तवाचक,,if …,,,,,,,लिए भने,लि ए   भ ने,,
लिनु,to take,V,स्वरान्त,yes,लि,लि,infinitive,,,,,,,,,,लिनु,लि नु,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,ma,1st person · singular,no,म,nominative,no,आउँछु,आ उँ छु,stem:आउ + link:ँ + end:छु,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,hami,1st person · plural,no,हामी(हरू),nominative,no,आउँछौँ,आ उँ छौँ,stem:आउ + link:ँ + end:छौँ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,ta,2nd person · low grade,no,तँ,nominative,no,आउँछस्,आ उँ छ स्,stem:आउ + link:ँ + end:छस्,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आउँछौ,आ उँ छौ,stem:आउ + link:ँ + end:छौ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुहुन्छ,आ उ नु हु न्छ,stem:आउनु + aux:हुन्छ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आउँछ,आ उँ छ,stem:आउ + link:ँ + end:छ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आउँछन्,आ उँ छ न्,stem:आउ + link:ँ + end:छन्,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpres,अभ्यस्त वर्तमान,habitual present,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुहुन्छ,आ उ नु हु न्छ,stem:आउनु + aux:हुन्छ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,ma,1st person · singular,no,म,nominative,no,आउँदैछु,आ उँ दै छु,stem:आउ + link:ँ + end:दै + aux:छु,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,आउँदैछौँ,आ उँ दै छौँ,stem:आउ + link:ँ + end:दै + aux:छौँ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,ta,2nd person · low grade,no,तँ,nominative,no,आउँदैछस्,आ उँ दै छ स्,stem:आउ + link:ँ + end:दै + aux:छस्,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आउँदैछौ,आ उँ दै छौ,stem:आउ + link:ँ + end:दै + aux:छौ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउँदै हुनुहुन्छ,आ उँ दै   हु नु हु न्छ,stem:आउ + link:ँ + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आउँदैछ,आ उँ दै छ,stem:आउ + link:ँ + end:दै + aux:छ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आउँदैछन्,आ उँ दै छ न्,stem:आउ + link:ँ + end:दै + aux:छन्,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prescont,वर्तमान निरन्तर,present continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउँदै हुनुहुन्छ,आ उँ दै   हु नु हु न्छ,stem:आउ + link:ँ + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,ma,1st person · singular,no,म,nominative,no,आएको छु,आ ए को   छु,stem:आ + end:एको + aux: छु,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,hami,1st person · plural,no,हामी(हरू),nominative,no,आएका छौँ,आ ए का   छौँ,stem:आ + end:एका + aux: छौँ,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,ta,2nd person · low grade,no,तँ,nominative,no,आएको छस्,आ ए को   छ स्,stem:आ + end:एको + aux: छस्,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आएको छौ,आ ए को   छौ,stem:आ + end:एको + aux: छौ,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुभएको छ,आ उ नु भ ए को   छ,stem:आउनु + aux:भएको छ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आएको छ,आ ए को   छ,stem:आ + end:एको + aux: छ,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आएका छन्,आ ए का   छ न्,stem:आ + end:एका + aux: छन्,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,presperf,वर्तमान पूर्ण,present perfect,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुभएको छ,आ उ नु भ ए को   छ,stem:आउनु + aux:भएको छ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,ma,1st person · singular,no,म,nominative,no,आएँ,आ एँ,stem:आ + end:एँ,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,hami,1st person · plural,no,हामी(हरू),nominative,no,आयौँ,आ यौँ,stem:आ + end:यौँ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,ta,2nd person · low grade,no,तँ,nominative,no,आइस्,आ इ स्,stem:आ + end:इस्,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आयौ,आ यौ,stem:आ + end:यौ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुभयो,आ उ नु भ यो,stem:आउनु + aux:भयो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आयो,आ यो,stem:आ + end:यो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आए,आ ए,stem:आ + end:ए,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,past,सामान्य भूत,simple past,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुभयो,आ उ नु भ यो,stem:आउनु + aux:भयो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,ma,1st person · singular,no,म,nominative,no,आउँथेँ,आ उँ थेँ,stem:आउ + link:ँ + end:थेँ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,hami,1st person · plural,no,हामी(हरू),nominative,no,आउँथ्यौँ,आ उँ थ्यौँ,stem:आउ + link:ँ + end:थ्यौँ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,ta,2nd person · low grade,no,तँ,nominative,no,आउँथिस्,आ उँ थि स्,stem:आउ + link:ँ + end:थिस्,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आउँथ्यौ,आ उँ थ्यौ,stem:आउ + link:ँ + end:थ्यौ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुहुन्थ्यो,आ उ नु हु न्थ्यो,stem:आउनु + aux:हुन्थ्यो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आउँथ्यो,आ उँ थ्यो,stem:आउ + link:ँ + end:थ्यो,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आउँथे,आ उँ थे,stem:आउ + link:ँ + end:थे,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,habpast,अभ्यस्त भूत,habitual past,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुहुन्थ्यो,आ उ नु हु न्थ्यो,stem:आउनु + aux:हुन्थ्यो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,ma,1st person · singular,no,म,nominative,no,आउँदै थिएँ,आ उँ दै   थि एँ,stem:आउ + link:ँ + end:दै + aux: थिएँ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,आउँदै थियौँ,आ उँ दै   थि यौँ,stem:आउ + link:ँ + end:दै + aux: थियौँ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,ta,2nd person · low grade,no,तँ,nominative,no,आउँदै थिइस्,आ उँ दै   थि इ स्,stem:आउ + link:ँ + end:दै + aux: थिइस्,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आउँदै थियौ,आ उँ दै   थि यौ,stem:आउ + link:ँ + end:दै + aux: थियौ,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउँदै हुनुहुन्थ्यो,आ उँ दै   हु नु हु न्थ्यो,stem:आउ + link:ँ + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आउँदै थियो,आ उँ दै   थि यो,stem:आउ + link:ँ + end:दै + aux: थियो,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आउँदै थिए,आ उँ दै   थि ए,stem:आउ + link:ँ + end:दै + aux: थिए,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastcont,भूत निरन्तर,past continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउँदै हुनुहुन्थ्यो,आ उँ दै   हु नु हु न्थ्यो,stem:आउ + link:ँ + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,ma,1st person · singular,no,म,nominative,no,आएको थिएँ,आ ए को   थि एँ,stem:आ + end:एको + aux: थिएँ,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,hami,1st person · plural,no,हामी(हरू),nominative,no,आएका थियौँ,आ ए का   थि यौँ,stem:आ + end:एका + aux: थियौँ,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,ta,2nd person · low grade,no,तँ,nominative,no,आएको थिइस्,आ ए को   थि इ स्,stem:आ + end:एको + aux: थिइस्,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आएको थियौ,आ ए को   थि यौ,stem:आ + end:एको + aux: थियौ,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुभएको थियो,आ उ नु भ ए को   थि यो,stem:आउनु + aux:भएको थियो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आएको थियो,आ ए को   थि यो,stem:आ + end:एको + aux: थियो,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आएका थिए,आ ए का   थि ए,stem:आ + end:एका + aux: थिए,empty-base > hiatus > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,pastperf,भूत पूर्ण,past perfect,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुभएको थियो,आ उ नु भ ए को   थि यो,stem:आउनु + aux:भएको थियो,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,ma,1st person · singular,no,म,nominative,no,आउनेछु,आ उ ने छु,stem:आउ + end:ने + end:छु,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,hami,1st person · plural,no,हामी(हरू),nominative,no,आउनेछौँ,आ उ ने छौँ,stem:आउ + end:ने + end:छौँ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,ta,2nd person · low grade,no,तँ,nominative,no,आउनेछस्,आ उ ने छ स्,stem:आउ + end:ने + end:छस्,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आउनेछौ,आ उ ने छौ,stem:आउ + end:ने + end:छौ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुहुनेछ,आ उ नु हु ने छ,stem:आउनु + aux:हुनेछ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आउनेछ,आ उ ने छ,stem:आउ + end:ने + end:छ,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आउनेछन्,आ उ ने छ न्,stem:आउ + end:ने + end:छन्,empty-base > concatenate > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,future,सामान्य भविष्यत्,simple future,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुहुनेछ,आ उ नु हु ने छ,stem:आउनु + aux:हुनेछ,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,ma,1st person · singular,no,म,nominative,yes,आउँला,आ उँ ला,stem:आउ + end:ँला,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,hami,1st person · plural,no,हामी(हरू),nominative,yes,आऔँला,आ औँ ला,stem:आ + end:औँला,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,ta,2nd person · low grade,no,तँ,nominative,yes,आउलास्,आ उ ला स्,stem:आउ + end:लास्,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,timi,2nd person · mid grade,no,तिमी(हरू),nominative,yes,आऔला,आ औ ला,stem:आ + end:औला,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,yes,आउनुहोला,आ उ नु हो ला,stem:आउनु + aux:होला,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,u,3rd person · low grade,no,ऊ / त्यो,nominative,yes,आउला,आ उ ला,stem:आउ + end:ला,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,yes,आउलान्,आ उ ला न्,stem:आउ + end:लान्,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,prob,सम्भावना,probable,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,yes,आउनुहोला,आ उ नु हो ला,stem:आउनु + aux:होला,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,ma,1st person · singular,no,म,nominative,no,आऊँ,आ ऊँ,stem:आ + end:ऊँ,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,hami,1st person · plural,no,हामी(हरू),nominative,no,आऔँ,आ औँ,stem:आ + end:औँ,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,ta,2nd person · low grade,no,तँ,nominative,no,आइज,आ इ ज,stem:आइज,empty-base
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,आऊ,आ ऊ,stem:आ + end:ऊ,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,आउनुहोस्,आ उ नु हो स्,stem:आउनु + aux:होस्,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,आओस्,आ ओ स्,stem:आ + end:ओस्,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,आऊन्,आ ऊ न्,stem:आ + end:ऊन्,empty-base > hiatus
आउनु,to come,U,उ-अन्त,no,आउ,आ,finite,imp,आज्ञा र इच्छा,imperative & optative,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,आउनुहोस्,आ उ नु हो स्,stem:आउनु + aux:होस्,empty-base > concatenate
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,क्रियार्थक नाम,,dictionary form,,,,,,,आउनु,आ उ नु,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,उद्देश्यवाचक,,in order to …,,,,,,,आउन,आ उ न,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,भविष्यवाचक,,the one that will …,,,,,,,आउने,आ उ ने,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,पूर्णकालिक,,having …-ed,,,,,,,आएको,आ ए को,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,पूर्वकालिक,,"…-ing, then",,,,,,,आएर,आ ए र,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,क्रियाविशेषण,,by …-ing,,,,,,,आई,आ ई,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,अपूर्णकालिक,,while …-ing,,,,,,,आउँदै,आ उँ दै,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,समयवाचक,,when …-ing,,,,,,,आउँदा,आ उँ दा,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,non-finite,सर्तवाचक,,if …,,,,,,,आए भने,आ ए   भ ने,,
आउनु,to come,U,उ-अन्त,no,आउ,आ,infinitive,,,,,,,,,,आउनु,आ उ नु,,
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,ma,1st person · singular,no,म,nominative,no,पाउँछु,पा उँ छु,stem:पाउ + link:ँ + end:छु,empty-base > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,hami,1st person · plural,no,हामी(हरू),nominative,no,पाउँछौँ,पा उँ छौँ,stem:पाउ + link:ँ + end:छौँ,empty-base > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,ta,2nd person · low grade,no,तँ,nominative,no,पाउँछस्,पा उँ छ स्,stem:पाउ + link:ँ + end:छस्,empty-base > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,पाउँछौ,पा उँ छौ,stem:पाउ + link:ँ + end:छौ,empty-base > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,पाउनुहुन्छ,पा उ नु हु न्छ,stem:पाउनु + aux:हुन्छ,empty-base > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,पाउँछ,पा उँ छ,stem:पाउ + link:ँ + end:छ,empty-base > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,पाउँछन्,पा उँ छ न्,stem:पाउ + link:ँ + end:छन्,empty-base > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,habpres,अभ्यस्त वर्तमान,habitual present,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,पाउनुहुन्छ,पा उ नु हु न्छ,stem:पाउनु + aux:हुन्छ,empty-base > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,prescont,वर्तमान निरन्तर,present continuous,ma,1st person · singular,no,म,nominative,no,पाउँदैछु,पा उँ दै छु,stem:पाउ + link:ँ + end:दै + aux:छु,empty-base > concatenate > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,prescont,वर्तमान निरन्तर,present continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,पाउँदैछौँ,पा उँ दै छौँ,stem:पाउ + link:ँ + end:दै + aux:छौँ,empty-base > concatenate > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,prescont,वर्तमान निरन्तर,present continuous,ta,2nd person · low grade,no,तँ,nominative,no,पाउँदैछस्,पा उँ दै छ स्,stem:पाउ + link:ँ + end:दै + aux:छस्,empty-base > concatenate > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,prescont,वर्तमान निरन्तर,present continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,पाउँदैछौ,पा उँ दै छौ,stem:पाउ + link:ँ + end:दै + aux:छौ,empty-base > concatenate > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,prescont,वर्तमान निरन्तर,present continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,पाउँदै हुनुहुन्छ,पा उँ दै   हु नु हु न्छ,stem:पाउ + link:ँ + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate > concatenate
पाउनु,to get,U,उ-अन्त,yes,पाउ,पा,finite,prescont,वर्तमान निरन्तर,present continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,पाउँदैछ,पा उँ दै छ,stem:पाउ + link:ँ + end:दै + aux:छ,empty-base > concatenate > concatenate > concatenate
